state_code,State,District,City,Category,Sub-category,Micro-category,Product,Month
12,Rajasthan,Kota,Kota,Dairy products,Dairy products,Butter,Butter,
12,Rajasthan,Kota,Kota,Vegetables,All season,Chillies,Jwala Chilli,
12,Rajasthan,Kota,Kota,Grocery,Beverages,Coffee,Coffee,
12,Rajasthan,Kota,Kota,Bakery,Bakery products,Cookies,Cookies,
12,Rajasthan,Kota,Kota,Bakery,Bakery products,Cup-cakes,Cup-cakes,
12,Rajasthan,Kota,Kota,Grocery,Household items,Dal,Chana Dal,
12,Rajasthan,Kota,Kota,Fruits,All season,Grapes,Sonaka Grape,
12,Rajasthan,Kota,Kota,Fruits,All season,Guava,Allahabad Safeda Guava,
12,Rajasthan,Kota,Kota,Dairy products,Dairy products,Lassi,Lassi,
12,Rajasthan,Kota,Kota,Fruits,Citrus Fruits,Lemon,Sweet Lemon,
12,Rajasthan,Kota,Kota,Vegetables,Melons,Musk melon,Musk melon,
12,Rajasthan,Kota,Kota,Meat,Red Meat,Mutton,Mutton,
12,Rajasthan,Kota,Kota,Dairy products,Dairy products,Paneer,Paneer,
12,Rajasthan,Kota,Kota,Vegetables,All season,Potato,Kufri Chandramukhi Potato,
12,Rajasthan,Kota,Kota,Fish,Seawater,Prawns,Prawns,
12,Rajasthan,Kota,Kota,Flowers,Purple flowers,Sky flower,Sky flower,
12,Rajasthan,Kota,Kota,Grocery,Household items,Wheat,Wheat,
12,Rajasthan,Udaipur,Udaipur,Fruits,All season,Banana,Cheeni Champa Banana,
12,Rajasthan,Udaipur,Udaipur,Fruits,Seasonal,Berry,Blackberry,
12,Rajasthan,Udaipur,Udaipur,Bakery,Bakery products,Bread,Bread,
12,Rajasthan,Udaipur,Udaipur,Vegetables,All season,Brinjal,Pusa Purple Brinjal,
12,Rajasthan,Udaipur,Udaipur,Bakery,Bakery products,Cookies,Cookies,
12,Rajasthan,Udaipur,Udaipur,Dairy products,Dairy products,Curd,Dahi,
12,Rajasthan,Udaipur,Udaipur,Grocery,Household items,Dal,Chana Dal,
12,Rajasthan,Udaipur,Udaipur,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
12,Rajasthan,Udaipur,Udaipur,Flowers,Red flowers,Hibiscus,Hibiscus rosa,
12,Rajasthan,Udaipur,Udaipur,Fruits,Citrus Fruits,Kinnow,Kinnow Mandarin,
12,Rajasthan,Udaipur,Udaipur,Vegetables,All season,Onion,Pusa Red Onion,
12,Rajasthan,Udaipur,Udaipur,Dairy products,Dairy products,Paneer,Paneer,
12,Rajasthan,Udaipur,Udaipur,Vegetables,Seasonal,Peas,Peas,
12,Rajasthan,Udaipur,Udaipur,Grocery,Beverages,Tea,Tea,
12,Rajasthan,Udaipur,Udaipur,Grocery,Household items,Wheat,Wheat,
13,Tripura,West Tripura,Agartala,Vegetables,Melons,Gourd,Ash Gourd,
13,Tripura,West Tripura,Agartala,Meat,Red Meat,Beef,Beef,
13,Tripura,West Tripura,Agartala,Bakery,Bakery products,Bread,Bread,
13,Tripura,West Tripura,Agartala,Bakery,Bakery products,Brownie,Brownie,
13,Tripura,West Tripura,Agartala,Fish,Seawater,Catflish,Catfish,
13,Tripura,West Tripura,Agartala,Meat,White Meat,Chicken,Chicken,
13,Tripura,West Tripura,Agartala,Grocery,Household items,Coffee,Coffee,
13,Tripura,West Tripura,Agartala,Bakery,Bakery products,Cookies,Cookies,
13,Tripura,West Tripura,Agartala,Bakery,Bakery products,Cup-cakes,Cup-cakes,
13,Tripura,West Tripura,Agartala,Dairy products,Dairy products,Curd,Dahi,
13,Tripura,West Tripura,Agartala,Flowers,Pink flowers,Dahlia,Pink Sylvia Dahlia,
13,Tripura,West Tripura,Agartala,Grocery,Household items,Dal,Chana Dal,
13,Tripura,West Tripura,Agartala,Flowers,Purple flowers,Orchid,Dendrobium Orchid,
13,Tripura,West Tripura,Agartala,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
13,Tripura,West Tripura,Agartala,Dairy products,Dairy products,Milk,Liquid milk,
13,Tripura,West Tripura,Agartala,Fruits,Seasonal,Litchi,Shahi Litchi,
13,Tripura,West Tripura,Agartala,Fruits,Seasonal,Mango,Amrapali Mango,
13,Tripura,West Tripura,Agartala,Meat,Red Meat,Mutton,Mutton,
13,Tripura,West Tripura,Agartala,Fish,Freshwater,Olive Barb,Olive Barb,
13,Tripura,West Tripura,Agartala,Vegetables,All season,Onion,Pusa Red Onion,
13,Tripura,West Tripura,Agartala,Fruits,Citrus Fruits,Orange,Navel Orange,
13,Tripura,West Tripura,Agartala,Dairy products,Dairy products,Paneer,Paneer,
13,Tripura,West Tripura,Agartala,Vegetables,Seasonal,Peas,Peas,
13,Tripura,West Tripura,Agartala,Flowers,Pink flowers,Petunia,Petunia,
13,Tripura,West Tripura,Agartala,Fruits,Seasonal,Pineapple,Kew Pineapple,
13,Tripura,West Tripura,Agartala,Meat,Red Meat,Pork,Pork,
13,Tripura,West Tripura,Agartala,Vegetables,All season,Potato,Kufri Jyoti Potato,
13,Tripura,West Tripura,Agartala,Grocery,Household items,Rice,Pusa Rice,
13,Tripura,West Tripura,Agartala,Fish,Freshwater,Shidol,Shidol,
13,Tripura,West Tripura,Agartala,Fish,Freshwater,Shidol,Shidol,
13,Tripura,West Tripura,Agartala,Grocery,Household items,Tea,Tea,
13,Tripura,North Tripura,Dharmanagar,Fruits,All season,Banana,Sugandhi Banana,
13,Tripura,North Tripura,Dharmanagar,Vegetables,Seasonal,Beetroot,Detroit Dark Red Beetroot,
13,Tripura,North Tripura,Dharmanagar,Bakery,Bakery products,Bread,Bread,
13,Tripura,North Tripura,Dharmanagar,Vegetables,All season,Brinjal,Pusa Purple Brinjal,
13,Tripura,North Tripura,Dharmanagar,Dairy products,Dairy products,Butter,Butter,
13,Tripura,North Tripura,Dharmanagar,Bakery,Bakery products,Cakes,Cakes,
13,Tripura,North Tripura,Dharmanagar,Fish,Freshwater,Catla,Catla,
13,Tripura,North Tripura,Dharmanagar,Meat,White Meat,Chicken,Chicken,
13,Tripura,North Tripura,Dharmanagar,Bakery,Bakery products,Cookies,Cookies,
13,Tripura,North Tripura,Dharmanagar,Dairy products,Dairy products,Curd,Dahi,
13,Tripura,North Tripura,Dharmanagar,Flowers,Pink flowers,Dahlia,Pink Sylvia Dahlia,
13,Tripura,North Tripura,Dharmanagar,Grocery,Household items,Dal,Arhar Dal,
13,Tripura,North Tripura,Dharmanagar,Flowers,Orange flowers,Marigold,French Marigold,
13,Tripura,North Tripura,Dharmanagar,Flowers,Red flowers,Daisy,Gerbera Daisy,
13,Tripura,North Tripura,Dharmanagar,Dairy products,Frozen desserts,Ice-cream,Ice-cream,
13,Tripura,North Tripura,Dharmanagar,Fruits,Seasonal,Jackfruit,Honey Gold Jackfruit,
13,Tripura,North Tripura,Dharmanagar,Dairy products,Dairy products,Milk,Liquid milk,
13,Tripura,North Tripura,Dharmanagar,Fruits,Seasonal,Mango,Kesar Mango,
13,Tripura,North Tripura,Dharmanagar,Meat,Red Meat,Mutton,Mutton,
13,Tripura,North Tripura,Dharmanagar,Fish,Freshwater,Olive Barb,Olive Barb,
13,Tripura,North Tripura,Dharmanagar,Vegetables,Seasonal,Peas,Peas,
13,Tripura,North Tripura,Dharmanagar,Fruits,Seasonal,Pineapple,Queen Pineapple,
13,Tripura,North Tripura,Dharmanagar,Meat,Red Meat,Pork,Pork,
13,Tripura,North Tripura,Dharmanagar,Vegetables,All season,Potato,Kufri Sinduri Potato,
13,Tripura,North Tripura,Dharmanagar,Grocery,Household items,Rice,Basmati Rice,
13,Tripura,North Tripura,Dharmanagar,Fish,Freshwater,Rohu,Rohu,
13,Tripura,North Tripura,Dharmanagar,Fish,Freshwater,Shidol,Shidol,
13,Tripura,North Tripura,Dharmanagar,Grocery,Household items,Tea,Tea,
13,Tripura,North Tripura,Dharmanagar,Grocery,Household items,Wheat,Wheat,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Vegetables,All season,Bamboo shoot,Bamboo shoot,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Meat,Red Meat,Beef,Beef,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Bakery,Bakery products,Bread,Bread,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Vegetables,All season,Brinjal,Pusa Anmol Brinjal,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Dairy products,Dairy products,Cheese,Cheese,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Flowers,Pink flowers,Cherry Blossom,Cherry Blossom,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Flowers,Yellow flowers,Chrysanthemum,Chrysanthemum,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Grocery,Beverages,Coffee,Coffee,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fish,Freshwater,Carp,Common Carp,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Bakery,Bakery products,Cookies,Cookies,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Vegetables,All season,Cucumber,Long Green Cucumber,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Bakery,Bakery products,Cup-cakes,Cup-cakes,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Dairy products,Dairy products,Curd,Dahi,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Flowers,White flowers,Orchid,Cymbidium Orchid,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Grocery,Household items,Dal,Moong Dal,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Meat,White Meat,Duck,Duck,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Flowers,Red flowers,Daisy,Gerbera Daisy,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fish,Freshwater,Mahseer,Golden Mahseer,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fish,Freshwater,Carp,Grass Carp,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fruits,All season,Guava,Sardar Guava,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Dairy products,Dairy products,Milk,Liquid milk,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Meat,Red Meat,Mutton,Mutton,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fruits,Seasonal,Pear,Comice Pear,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fruits,Seasonal,Pineapple,Kew Pineapple,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fruits,Seasonal,Plums,Plums,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Meat,Red Meat,Pork,Pork,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Grocery,Household items,Rice,Basmati Rice,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Fish,Freshwater,Carp,Silver Carp,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Vegetables,All season,Green leafy,Spinach,
14,Meghalaya,East Khasi Hills,Cherrapunjee,Grocery,Beverages,Tea,Tea,
14,Meghalaya,East Khasi Hills,Shillong,Flowers,Yellow flowers,Marigold,African Marigold,
14,Meghalaya,East Khasi Hills,Shillong,Fruits,All season,Banana,Cavendish Banana,
14,Meghalaya,East Khasi Hills,Shillong,Vegetables,Seasonal,Beans,French Beans,
14,Meghalaya,East Khasi Hills,Shillong,Vegetables,Melons,Gourd,Bitter Gourd,
14,Meghalaya,East Khasi Hills,Shillong,Bakery,Bakery products,Bread,Bread,
14,Meghalaya,East Khasi Hills,Shillong,Bakery,Bakery products,Brownie,Brownie,
14,Meghalaya,East Khasi Hills,Shillong,Dairy products,Dairy products,Butter,Butter,
14,Meghalaya,East Khasi Hills,Shillong,Bakery,Bakery products,Cakes,Cakes,
14,Meghalaya,East Khasi Hills,Shillong,Flowers,Pink flowers,Carnation,Carnation,
14,Meghalaya,East Khasi Hills,Shillong,Fish,Seawater,Catfish,Catfish,
14,Meghalaya,East Khasi Hills,Shillong,Fish,Freshwater,Catla,Catla,
14,Meghalaya,East Khasi Hills,Shillong,Flowers,Pink flowers,Cherry Blossom,Cherry Blossom,
14,Meghalaya,East Khasi Hills,Shillong,Meat,White Meat,Chicken,Chicken,
14,Meghalaya,East Khasi Hills,Shillong,Bakery,Bakery products,Cookies,Cookies,
14,Meghalaya,East Khasi Hills,Shillong,Vegetables,All season,Cucumber,Straight Eight Cucumber,
14,Meghalaya,East Khasi Hills,Shillong,Grocery,Household items,Dal,Masoor Dal,
14,Meghalaya,East Khasi Hills,Shillong,Meat,White Meat,Duck,Duck,
14,Meghalaya,East Khasi Hills,Shillong,Flowers,Purple flowers,Orchid,Foxtail Orchid,
14,Meghalaya,East Khasi Hills,Shillong,Dairy products,Dairy products,Ghee,Pure Ghee,
14,Meghalaya,East Khasi Hills,Shillong,Fish,Freshwater,Mahseer,Golden Mahseer,
14,Meghalaya,East Khasi Hills,Shillong,Fruits,Citrus Fruits,Lemon,Assam Lemon,
14,Meghalaya,East Khasi Hills,Shillong,Dairy products,Dairy products,Milk,Liquid milk,
14,Meghalaya,East Khasi Hills,Shillong,Meat,Red Meat,Mutton,Mutton,
14,Meghalaya,East Khasi Hills,Shillong,Fruits,Citrus Fruits,Orange,Navel Orange,
14,Meghalaya,East Khasi Hills,Shillong,Dairy products,Dairy products,Paneer,Paneer,
14,Meghalaya,East Khasi Hills,Shillong,Fruits,Seasonal,Pineapple,Queen Pineapple,
14,Meghalaya,East Khasi Hills,Shillong,Meat,Red Meat,Pork,Pork,
14,Meghalaya,East Khasi Hills,Shillong,Vegetables,Melons,Pumpkin,Pumpkin,
14,Meghalaya,East Khasi Hills,Shillong,Grocery,Household items,Rice,Pusa Rice,
14,Meghalaya,East Khasi Hills,Shillong,Fish,Freshwater,Carp,Silver Carp,
14,Meghalaya,East Khasi Hills,Shillong,Grocery,Beverages,Tea,Tea,
14,Meghalaya,East Khasi Hills,Shillong,Grocery,Household items,Wheat,Wheat,
15,Manipur,Bishnupur,Bishnupur,Fruits,All season,Banana,Cheeni Champa Banana,
15,Manipur,Bishnupur,Bishnupur,Meat,Red Meat,Beef,Beef,
15,Manipur,Bishnupur,Bishnupur,Bakery,Bakery products,Bread,Bread,
15,Manipur,Bishnupur,Bishnupur,Flowers,Yellow flowers,Buttercup,Bulbous Buttercup,
15,Manipur,Bishnupur,Bishnupur,Vegetables,Seasonal,Cruciferous vegetables,Cabbage,
15,Manipur,Bishnupur,Bishnupur,Fish,Seawater,Catfish,Catfish,
15,Manipur,Bishnupur,Bishnupur,Meat,White Meat,Chicken,Chicken,
15,Manipur,Bishnupur,Bishnupur,Grocery,Beverages,Coffee,Coffee,
15,Manipur,Bishnupur,Bishnupur,Fish,Freshwater,Carp,Common Carp,
15,Manipur,Bishnupur,Bishnupur,Bakery,Bakery products,Cookies,Cookies,
15,Manipur,Bishnupur,Bishnupur,Bakery,Bakery products,Cup-cakes,Cup-cakes,
15,Manipur,Bishnupur,Bishnupur,Dairy products,Dairy products,Curd,Dahi,
15,Manipur,Bishnupur,Bishnupur,Grocery,Household items,Dal,Moong Dal,
15,Manipur,Bishnupur,Bishnupur,Meat,White Meat,Duck,Duck,
15,Manipur,Bishnupur,Bishnupur,Dairy products,Dairy products,Ghee,Pure Ghee,
15,Manipur,Bishnupur,Bishnupur,Flowers,Red flowers,Hibiscus,Hibiscus rosa,
15,Manipur,Bishnupur,Bishnupur,Dairy products,Frozen desserts,Ice-cream,Ice-cream,
15,Manipur,Bishnupur,Bishnupur,Vegetables,Seasonal,Okra,Lady finger,
15,Manipur,Bishnupur,Bishnupur,Fruits,Citrus Fruits,Lemon,Italian Lemon,
15,Manipur,Bishnupur,Bishnupur,Dairy products,Dairy products,Milk,Liquid milk,
15,Manipur,Bishnupur,Bishnupur,Fish,Freshwater,Fermented Fish,Ngari Fish,
15,Manipur,Bishnupur,Bishnupur,Vegetables,All season,Onion,Pusa Ratnar Onion,
15,Manipur,Bishnupur,Bishnupur,Fruits,Citrus Fruits,Orange,Navel Orange,
15,Manipur,Bishnupur,Bishnupur,Fruits,Seasonal,Papaya,Honeydew Papaya,
15,Manipur,Bishnupur,Bishnupur,Vegetables,Seasonal,Peas,Peas,
15,Manipur,Bishnupur,Bishnupur,Fish,Freshwater,Carp,Pengba Carp,
15,Manipur,Bishnupur,Bishnupur,Meat,Red Meat,Pork,Pork,
15,Manipur,Bishnupur,Bishnupur,Grocery,Household items,Rice,Basmati Rice,
15,Manipur,Bishnupur,Bishnupur,Flowers,Pink flowers,Lily,Shirui Lily,
15,Manipur,Bishnupur,Bishnupur,Grocery,Beverages,Tea,Tea,
15,Manipur,Bishnupur,Bishnupur,Flowers,White flowers,Water Lily,White water Lily,
15,Manipur,Imphal,Imphal,Fruits,All season,Banana,Cavendish Banana,
15,Manipur,Imphal,Imphal,Meat,Red Meat,Beef,Beef,
15,Manipur,Imphal,Imphal,Flowers,Blue flowers,Water Lily,Blue water Lily,
15,Manipur,Imphal,Imphal,Bakery,Bakery products,Bread,Bread,
15,Manipur,Imphal,Imphal,Bakery,Bakery products,Brownie,Brownie,
15,Manipur,Imphal,Imphal,Dairy products,Dairy products,Butter,Butter,
15,Manipur,Imphal,Imphal,Vegetables,Seasonal,Cruciferous vegetables,Cabbage,
15,Manipur,Imphal,Imphal,Bakery,Bakery products,Cakes,Cakes,
15,Manipur,Imphal,Imphal,Vegetables,Seasonal,Cruciferous vegetables,Cauliflower,
15,Manipur,Imphal,Imphal,Meat,White Meat,Chicken,Chicken,
15,Manipur,Imphal,Imphal,Fish,Freshwater,Carp,Common Carp,
15,Manipur,Imphal,Imphal,Bakery,Bakery products,Cookies,Cookies,
15,Manipur,Imphal,Imphal,Grocery,Household items,Dal,Masoor Dal,
15,Manipur,Imphal,Imphal,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
15,Manipur,Imphal,Imphal,Fruits,All season,Guava,Allahabad Safeda Guava,
15,Manipur,Imphal,Imphal,Flowers,Red flowers,Hibiscus,Hibiscus rosa,
15,Manipur,Imphal,Imphal,Dairy products,Dairy products,Milk,Liquid milk,
15,Manipur,Imphal,Imphal,Meat,Red Meat,Mutton,Mutton,
15,Manipur,Imphal,Imphal,Fish,Freshwater,Fermented Fish,Ngari Fish,
15,Manipur,Imphal,Imphal,Fruits,Citrus Fruits,Orange,Mandarin Orange,
15,Manipur,Imphal,Imphal,Dairy products,Dairy products,Paneer,Paneer,
15,Manipur,Imphal,Imphal,Vegetables,Seasonal,Peas,Peas,
15,Manipur,Imphal,Imphal,Fish,Freshwater,Carp,Pengba Carp,
15,Manipur,Imphal,Imphal,Fruits,Seasonal,Pineapple,Queen Pineapple,
15,Manipur,Imphal,Imphal,Flowers,Pink flowers,Water Lily,Pink water Lily,
15,Manipur,Imphal,Imphal,Meat,Red Meat,Pork,Pork,
15,Manipur,Imphal,Imphal,Grocery,Household items,Rice,Black Rice,
15,Manipur,Imphal,Imphal,Flowers,Pink flowers,Lily,Shirui Lily,
15,Manipur,Imphal,Imphal,Fish,Freshwater,Carp,Silver Carp,
15,Manipur,Imphal,Imphal,Grocery,Beverages,Tea,Tea,
15,Manipur,Imphal,Imphal,Vegetables,Seasonal,Tomato,Sona Cherry Tomato,
15,Manipur,Imphal,Imphal,Grocery,Household items,Wheat,Wheat,
16,Mizoram,Aizawl,Aizawl,Fruits,Seasonal,Passion fruit,Mizo Passion fruit,
16,Mizoram,Aizawl,Aizawl,Fruits,All season,Banana,Jahaji Banana,
16,Mizoram,Aizawl,Aizawl,Fruits,Citrus Fruits,Lemon,Assam Lemon,
16,Mizoram,Aizawl,Aizawl,Fruits,Seasonal,Pineapple,Kew Pineapple,
16,Mizoram,Champhai,Champhai,Fruits,Seasonal,Oil Palm,African Oil Palm,
16,Mizoram,Champhai,Champhai,Fruits,Seasonal,Passion fruit,Mizo Passion fruit,
16,Mizoram,Champhai,Champhai,Fruits,Citrus Fruits,Orange,Mandarin Orange,
16,Mizoram,Champhai,Champhai,Fruits,All season,Banana,Cheeni Champa Banana,
16,Mizoram,Aizawl,Aizawl,Vegetables,All season,Ginger,Ginger,
16,Mizoram,Aizawl,Aizawl,Vegetables,Seasonal,Okra,Lady finger,
16,Mizoram,Aizawl,Aizawl,Vegetables,Melons,Pumpkin,Pumpkin,
16,Mizoram,Aizawl,Aizawl,Vegetables,Seasonal,Peas,Peas,
16,Mizoram,Champhai,Champhai,Vegetables,All season,Brinjal,Pusa Purple Brinjal,
16,Mizoram,Champhai,Champhai,Vegetables,All season,Ginger,Ginger,
16,Mizoram,Champhai,Champhai,Vegetables,Melons,Gourd,Ash Gourd,
16,Mizoram,Champhai,Champhai,Vegetables,Melons,Gourd,Bitter Gourd,
16,Mizoram,Aizawl,Aizawl,Dairy products,Dairy products,Butter,Butter,
16,Mizoram,Aizawl,Aizawl,Dairy products,Dairy products,Paneer,Paneer,
16,Mizoram,Aizawl,Aizawl,Dairy products,Dairy products,Milk,Liquid milk,
16,Mizoram,Aizawl,Aizawl,Dairy products,Dairy products,Curd,Dahi,
16,Mizoram,Champhai,Champhai,Dairy products,Dairy products,Milk,Liquid milk,
16,Mizoram,Champhai,Champhai,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
16,Mizoram,Champhai,Champhai,Dairy products,Dairy products,Cheese,Cheese,
16,Mizoram,Champhai,Champhai,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
16,Mizoram,Aizawl,Aizawl,Bakery,Bakery products,Bread,Bread,
16,Mizoram,Aizawl,Aizawl,Bakery,Bakery products,Cookies,Cookies,
16,Mizoram,Aizawl,Aizawl,Bakery,Bakery products,Cookies,Cookies,
16,Mizoram,Aizawl,Aizawl,Bakery,Bakery products,Cakes,Cakes,
16,Mizoram,Champhai,Champhai,Bakery,Bakery products,Bread,Bread,
16,Mizoram,Champhai,Champhai,Bakery,Bakery products,Cup-cakes,Cup-cakes,
16,Mizoram,Champhai,Champhai,Bakery,Bakery products,Brownie,Brownie,
16,Mizoram,Aizawl,Aizawl,Grocery,Household items,Rice,Pusa Rice,
16,Mizoram,Aizawl,Aizawl,Grocery,Household items,Dal,Moong Dal,
16,Mizoram,Aizawl,Aizawl,Grocery,Household items,Wheat,Wheat,
16,Mizoram,Aizawl,Aizawl,Grocery,Household items,Tea,Tea,
16,Mizoram,Champhai,Champhai,Grocery,Household items,Rice,Bora Saul Rice,
16,Mizoram,Champhai,Champhai,Grocery,Household items,Tea,Tea,
16,Mizoram,Champhai,Champhai,Grocery,Household items,Coffee,Coffee,
16,Mizoram,Champhai,Champhai,Grocery,Household items,Dal,Masoor Dal,
16,Mizoram,Aizawl,Aizawl,Meat,White Meat,Chicken,Chicken,
16,Mizoram,Aizawl,Aizawl,Meat,Red Meat,Pork,Pork,
16,Mizoram,Aizawl,Aizawl,Meat,Red Meat,Beef,Beef,
16,Mizoram,Champhai,Champhai,Meat,Red Meat,Mutton,Mutton,
16,Mizoram,Champhai,Champhai,Meat,White Meat,Chicken,Chicken,
16,Mizoram,Champhai,Champhai,Meat,Red Meat,Pork,Pork,
16,Mizoram,Aizawl,Aizawl,Fish,Seawater,Kingfish,Burmese Kingfish,
16,Mizoram,Aizawl,Aizawl,Fish,Seawater,Catfish,Catfish,
16,Mizoram,Aizawl,Aizawl,Fish,Freshwater,Catla,Catla,
16,Mizoram,Champhai,Champhai,Fish,Seawater,Kingfish,Burmese Kingfish,
16,Mizoram,Champhai,Champhai,Fish,Freshwater,Ilish,Ilish,
16,Mizoram,Champhai,Champhai,Fish,Seawater,Mackerel,King Mackerel,
16,Mizoram,Aizawl,Aizawl,Flowers,Red flowers,Senhri,Red Senhri,
16,Mizoram,Aizawl,Aizawl,Flowers,Yellow flowers,Sunflower,Sunflower,
16,Mizoram,Aizawl,Aizawl,Flowers,Red flowers,Anthurium,Red Anthurium,
16,Mizoram,Champhai,Champhai,Flowers,Red flowers,Senhri,Red Senhri,
16,Mizoram,Champhai,Champhai,Flowers,Red flowers,Daisy,Gerbera Daisy,
16,Mizoram,Champhai,Champhai,Flowers,Pink flowers,Dahlia,Pink Sylvia Dahlia,
17,Nagaland,Kohima,Kohima,Fruits,Seasonal,Pineapple,Kew Pineapple,
17,Nagaland,Kohima,Kohima,Fruits,Seasonal,Pear,Bartlett Pear,
17,Nagaland,Kohima,Kohima,Fruits,All season,Guava,Sardar Guava,
17,Nagaland,Kohima,Kohima,Fruits,Citrus Fruits,Lemon,Assam Lemon,
17,Nagaland,Dimapur,Dimapur,Fruits,Seasonal,Pineapple,Queen Pineapple,
17,Nagaland,Dimapur,Dimapur,Fruits,All season,Apple,Naga Apple,
17,Nagaland,Dimapur,Dimapur,Fruits,Seasonal,Peach,Peach,
17,Nagaland,Dimapur,Dimapur,Fruits,All season,Apple,Naga Apple,
17,Nagaland,Kohima,Kohima,Vegetables,All season,Green leafy,Spinach,
17,Nagaland,Kohima,Kohima,Vegetables,All season,Carrot,Red Carrot,
17,Nagaland,Kohima,Kohima,Vegetables,Seasonal,Beans,French Beans,
17,Nagaland,Kohima,Kohima,Vegetables,All season,Bamboo shoot,Bamboo shoot,
17,Nagaland,Dimapur,Dimapur,Vegetables,All season,Potato,Kufri Chandramukhi Potato,
17,Nagaland,Dimapur,Dimapur,Vegetables,All season,Garlic,Garlic,
17,Nagaland,Dimapur,Dimapur,Vegetables,All season,Green leafy,Spinach,
17,Nagaland,Dimapur,Dimapur,Vegetables,All season,Carrot,Red Carrot,
17,Nagaland,Kohima,Kohima,Dairy products,Dairy products,Paneer,Paneer,
17,Nagaland,Kohima,Kohima,Dairy products,Dairy products,Milk,Liquid milk,
17,Nagaland,Kohima,Kohima,Dairy products,Dairy products,Curd,Dahi,
17,Nagaland,Kohima,Kohima,Dairy products,Frozen desserts,Ice-cream,Ice-cream,
17,Nagaland,Dimapur,Dimapur,Dairy products,Dairy products,Ghee,Pure Ghee,
17,Nagaland,Dimapur,Dimapur,Dairy products,Dairy products,Milk,Liquid milk,
17,Nagaland,Dimapur,Dimapur,Dairy products,Dairy products,Butter,Butter,
17,Nagaland,Dimapur,Dimapur,Dairy products,Dairy products,Ghee,Pure Ghee,
17,Nagaland,Kohima,Kohima,Grocery,Household items,Rice,Bao Dhaan Rice,
17,Nagaland,Kohima,Kohima,Grocery,Household items,Dal,Masoor Dal,
17,Nagaland,Kohima,Kohima,Grocery,Household items,Wheat,Wheat,
17,Nagaland,Kohima,Kohima,Grocery,Household items,Tea,Tea,
17,Nagaland,Dimapur,Dimapur,Grocery,Household items,Rice,Black Rice,
17,Nagaland,Dimapur,Dimapur,Grocery,Household items,Dal,Urad Dal,
17,Nagaland,Dimapur,Dimapur,Grocery,Household items,Tea,Tea,
17,Nagaland,Dimapur,Dimapur,Grocery,Household items,Coffee,Coffee,
17,Nagaland,Kohima,Kohima,Bakery,Bakery products,Bread,Bread,
17,Nagaland,Kohima,Kohima,Bakery,Bakery products,Cookies,Cookies,
17,Nagaland,Kohima,Kohima,Bakery,Bakery products,Cakes,Cakes,
17,Nagaland,Dimapur,Dimapur,Bakery,Bakery products,Cup-cakes,Cup-cakes,
17,Nagaland,Dimapur,Dimapur,Bakery,Bakery products,Cookies,Cookies,
17,Nagaland,Dimapur,Dimapur,Bakery,Bakery products,Cakes,Cakes,
17,Nagaland,Kohima,Kohima,Meat,Red Meat,Buffalo,Buffalo,
17,Nagaland,Kohima,Kohima,Meat,Red Meat,Pork,Pork,
17,Nagaland,Kohima,Kohima,Meat,White Meat,Duck,Duck,
17,Nagaland,Kohima,Kohima,Meat,White Meat,Chicken,Chicken,
17,Nagaland,Dimapur,Dimapur,Meat,Red Meat,Beef,Beef,
17,Nagaland,Dimapur,Dimapur,Meat,Red Meat,Pork,Pork,
17,Nagaland,Dimapur,Dimapur,Meat,Red Meat,Mutton,Mutton,
